Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP003171,Female,Yes,2,Graduate,No,2000,3973,24.0,180.0,1.0,Semiurban,Y
LP003172,Male,No,2,Graduate,No,3316,0,270.0,36.0,1.0,Urban,N
LP003173,Female,No,0,Not Graduate,No,1764,0,188.0,,1.0,Semiurban,N
LP003174,Female,No,0,Graduate,No,3114,0,101.0,180.0,1.0,Urban,Y
LP003175,Male,Yes,3+,Graduate,No,4623,1492,199.0,360.0,1.0,Urban,Y
LP003176,Male,Yes,0,Graduate,No,6067,0,158.0,360.0,1.0,Urban,Y
LP003177,,Yes,2,Graduate,Yes,15112,0,124.0,180.0,1.0,Urban,Y
LP003178,Male,,0,Graduate,No,5112,0,181.0,300.0,1.0,Semiurban,Y
LP003179,Male,No,2,Graduate,Yes,6313,0,127.0,300.0,0.0,Rural,Y
LP003180,Male,Yes,0,Graduate,Yes,3752,708,147.0,360.0,1.0,Urban,Y
LP003181,Female,Yes,1,Graduate,No,3706,2764,182.0,480.0,1.0,Rural,Y
LP003182,Male,Yes,1,Graduate,No,3204,1022,109.0,360.0,0.0,Urban,N
LP003183,Male,Yes,0,Graduate,No,1821,0,125.0,180.0,1.0,Urban,Y
LP003184,Male,No,1,Not Graduate,Yes,19112,0,70.0,360.0,0.0,Semiurban,N
LP003185,Male,Yes,3+,Graduate,No,5205,1921,66.0,360.0,1.0,Urban,N
LP003186,Male,Yes,,Not Graduate,No,3183,0,52.0,240.0,,Semiurban,Y
LP003187,Female,No,3+,Graduate,No,9813,0,164.0,12.0,1.0,Urban,Y
LP003188,Female,Yes,2,Graduate,Yes,1121,1089,112.0,360.0,1.0,Rural,Y
LP003189,Male,Yes,1,Graduate,No,19056,0,70.0,360.0,1.0,Semiurban,Y
LP003190,Male,Yes,1,Graduate,No,2544,0,108.0,120.0,,Rural,Y
LP003191,Male,Yes,3+,Graduate,No,2504,2641,74.0,360.0,1.0,Urban,Y
LP003192,Male,Yes,1,Graduate,,3124,0,148.0,360.0,0.0,Urban,N
LP003193,Male,No,1,Graduate,No,8432,0,231.0,360.0,0.0,Semiurban,N
LP003194,Female,Yes,2,Graduate,No,17922,10479,278.0,240.0,1.0,Semiurban,Y
LP003195,Male,Yes,3+,Graduate,No,12909,0,123.0,360.0,1.0,Semiurban,Y
LP003196,Male,Yes,1,Not Graduate,No,1971,2037,,360.0,1.0,Semiurban,Y
LP003197,Male,Yes,0,Graduate,Yes,1865,929,49.0,360.0,1.0,Semiurban,Y
LP003198,Male,Yes,1,Graduate,No,3397,1676,60.0,360.0,1.0,Semiurban,Y
LP003199,Male,Yes,2,Not Graduate,No,1779,271,279.0,360.0,1.0,Urban,Y
LP003200,Female,Yes,0,Graduate,No,1526,1935,147.0,360.0,1.0,Rural,Y
LP003201,Female,No,2,Graduate,No,6495,0,249.0,360.0,1.0,Rural,Y
LP003202,Female,Yes,1,Graduate,No,4459,0,47.0,360.0,1.0,Urban,Y
LP003203,,No,0,Graduate,No,6157,0,128.0,360.0,,Urban,Y
LP003204,Male,Yes,1,Graduate,No,7155,0,51.0,360.0,1.0,Semiurban,Y
LP003205,Female,Yes,0,Not Graduate,Yes,5682,0,,360.0,1.0,Semiurban,Y
LP003206,Male,Yes,2,Graduate,Yes,5756,2958,82.0,360.0,1.0,Rural,Y
LP003207,Male,Yes,0,Graduate,Yes,17430,1198,365.0,360.0,1.0,Semiurban,Y
LP003208,Male,Yes,2,Graduate,Yes,4365,4179,86.0,480.0,1.0,Urban,Y
LP003209,Male,No,0,Not Graduate,No,1781,0,267.0,300.0,,Urban,Y
LP003210,Male,Yes,3+,Graduate,No,3825,1513,116.0,360.0,1.0,Semiurban,Y
LP003211,Male,Yes,2,Graduate,No,6308,0,264.0,360.0,1.0,Semiurban,Y
LP003212,Female,No,0,Graduate,No,6929,0,195.0,360.0,1.0,Rural,Y
LP003213,Female,Yes,3+,Graduate,No,3564,0,277.0,360.0,0.0,Semiurban,N
LP003214,Male,Yes,1,Graduate,Yes,4877,549,103.0,360.0,1.0,Rural,Y
LP003215,Male,Yes,1,Not Graduate,No,6298,900,155.0,360.0,1.0,Rural,Y
LP003216,Female,Yes,3+,Graduate,Yes,2565,0,143.0,360.0,1.0,Semiurban,Y
LP003217,,No,3+,Graduate,No,26518,2034,542.0,480.0,,Semiurban,Y
LP003218,Male,Yes,2,Graduate,No,3657,1156,220.0,360.0,1.0,Semiurban,Y
LP003219,,Yes,3+,Graduate,Yes,5255,0,124.0,36.0,0.0,Semiurban,Y
LP003220,Male,No,0,Graduate,Yes,7633,1249,410.0,,,Rural,Y
LP003221,Male,Yes,0,Graduate,No,6284,0,430.0,360.0,1.0,Urban,N
LP003222,Female,Yes,0,Graduate,No,2905,0,,360.0,0.0,Rural,N
LP003223,Female,Yes,0,Graduate,No,5541,1559,156.0,360.0,,Semiurban,Y
LP003224,Female,Yes,1,Graduate,No,2423,1367,,360.0,1.0,Semiurban,Y
LP003225,Male,Yes,0,Graduate,Yes,4067,0,56.0,360.0,1.0,Urban,Y
LP003226,Female,Yes,1,Graduate,No,1566,0,148.0,360.0,1.0,Urban,Y
LP003227,,Yes,0,Graduate,No,4873,0,25.0,360.0,1.0,Semiurban,Y
LP003228,Male,No,0,Graduate,,3965,6505,140.0,360.0,0.0,Urban,N
LP003229,Male,No,2,Graduate,No,1201,0,130.0,360.0,1.0,Urban,Y
LP003230,Male,No,0,Graduate,No,2856,0,129.0,360.0,1.0,Urban,Y
LP003231,Male,Yes,,Graduate,No,4364,0,119.0,360.0,1.0,Urban,Y
LP003232,Male,No,2,Graduate,No,7774,0,105.0,240.0,1.0,Rural,Y
LP003233,Male,Yes,1,Not Graduate,No,1172,5755,52.0,360.0,1.0,Semiurban,Y
LP003234,Male,No,3+,Graduate,Yes,4936,0,62.0,360.0,1.0,Semiurban,Y
LP003235,Male,No,3+,Graduate,No,2175,1175,130.0,360.0,0.0,Rural,Y
LP003236,Male,Yes,0,Graduate,Yes,9617,958,130.0,360.0,1.0,Semiurban,Y
LP003237,Female,Yes,2,Graduate,No,2880,1354,215.0,360.0,1.0,Rural,Y
LP003238,Male,No,0,Graduate,No,6230,0,103.0,180.0,1.0,Rural,Y
LP003239,Male,No,1,Graduate,No,3523,4386,74.0,360.0,1.0,Semiurban,Y
LP003240,Male,Yes,1,Graduate,No,1469,0,113.0,360.0,1.0,Semiurban,Y
LP003241,Female,No,2,Graduate,No,4249,0,40.0,180.0,1.0,Rural,Y
LP003242,Male,Yes,2,Graduate,No,2059,886,147.0,360.0,1.0,Urban,Y
LP003243,Female,Yes,2,Graduate,No,9205,0,183.0,120.0,1.0,Semiurban,Y
LP003244,Male,Yes,2,Graduate,,14499,0,277.0,480.0,1.0,Urban,Y
LP003245,Male,No,1,Graduate,No,6731,0,156.0,360.0,1.0,Urban,Y
LP003246,Male,Yes,0,Graduate,,2932,0,72.0,360.0,1.0,Urban,Y
LP003247,Male,Yes,0,Graduate,Yes,6090,2737,91.0,120.0,0.0,Rural,Y
LP003248,Female,Yes,1,Graduate,No,5369,524,121.0,360.0,1.0,Urban,Y
LP003249,Female,Yes,,Graduate,Yes,12149,927,91.0,360.0,1.0,Semiurban,Y
LP003250,Male,Yes,0,Graduate,No,3934,2615,70.0,360.0,0.0,Semiurban,N
LP003251,Female,Yes,1,Graduate,Yes,7826,0,96.0,360.0,1.0,Semiurban,Y
LP003252,Male,No,0,Not Graduate,No,905,0,228.0,360.0,1.0,Rural,Y
LP003253,,Yes,1,Graduate,No,5203,1666,164.0,360.0,0.0,Rural,Y
LP003254,Male,Yes,0,Not Graduate,,1541,2418,214.0,360.0,1.0,Semiurban,Y
LP003255,Male,Yes,0,Graduate,Yes,6172,0,86.0,360.0,,Semiurban,Y
LP003256,Female,Yes,0,Graduate,No,2264,0,285.0,180.0,1.0,Rural,N
LP003257,Male,Yes,0,Graduate,No,5810,0,162.0,360.0,0.0,Semiurban,Y
LP003258,Male,Yes,1,Graduate,No,6732,0,,60.0,0.0,Semiurban,Y
LP003259,Male,Yes,3+,Graduate,No,3822,3797,130.0,,0.0,Urban,Y
LP003260,Male,Yes,0,Not Graduate,Yes,2073,1734,34.0,360.0,1.0,Urban,Y
LP003261,Male,Yes,1,Graduate,No,6457,4825,286.0,360.0,1.0,Rural,Y
LP003262,Female,No,1,Graduate,No,12237,0,158.0,300.0,,Rural,Y
LP003263,Male,Yes,1,Graduate,No,15507,1232,76.0,360.0,,Semiurban,Y
LP003264,Male,Yes,0,Graduate,No,5752,0,419.0,360.0,0.0,Urban,Y
LP003265,Male,Yes,0,Graduate,No,5328,563,135.0,360.0,,Rural,Y
LP003266,Male,Yes,3+,Graduate,No,1891,956,109.0,360.0,1.0,Rural,Y
LP003267,Male,Yes,3+,Graduate,,14101,2052,78.0,360.0,0.0,Rural,Y
LP003268,Female,No,1,Graduate,No,982,0,94.0,360.0,0.0,Semiurban,N
LP003269,Female,Yes,1,Not Graduate,No,5852,0,55.0,360.0,0.0,Semiurban,Y
LP003270,Male,Yes,0,Graduate,,4524,1826,104.0,240.0,1.0,Urban,Y
LP003271,Female,Yes,0,Graduate,Yes,1235,299,125.0,180.0,1.0,Urban,Y
LP003272,Male,Yes,0,Graduate,No,5534,0,181.0,84.0,1.0,Urban,Y
LP003273,Male,No,2,Graduate,,4017,640,49.0,240.0,1.0,Semiurban,Y
LP003274,Female,Yes,0,Graduate,Yes,4484,1911,86.0,360.0,0.0,Rural,Y
LP003275,Female,Yes,0,Graduate,,3731,611,68.0,120.0,,Rural,Y
LP003276,Female,Yes,0,Graduate,No,4392,1461,220.0,360.0,1.0,Urban,Y
LP003277,Male,Yes,0,Graduate,Yes,5917,2630,194.0,360.0,0.0,Semiurban,Y
LP003278,Male,Yes,1,Graduate,No,1704,2047,46.0,480.0,1.0,Urban,Y
LP003279,Male,Yes,,Graduate,No,5778,6346,115.0,360.0,1.0,Semiurban,Y
LP003280,Male,Yes,1,Graduate,No,3474,1552,289.0,360.0,,Rural,Y
LP003281,Male,Yes,1,Graduate,No,12474,0,201.0,360.0,1.0,Rural,Y
LP003282,Male,Yes,1,Graduate,Yes,10499,2349,110.0,360.0,1.0,Rural,Y
LP003283,Male,Yes,2,Graduate,No,8368,0,169.0,,1.0,Semiurban,Y
LP003284,Male,Yes,0,Graduate,No,14913,0,208.0,120.0,1.0,Semiurban,Y
LP003285,Male,No,0,Graduate,No,7175,1549,354.0,360.0,1.0,Rural,N
LP003286,Male,Yes,3+,Graduate,Yes,5458,0,105.0,360.0,0.0,Semiurban,N
LP003287,Male,No,2,Graduate,Yes,1137,0,283.0,360.0,1.0,Urban,N
LP003288,Male,No,1,Graduate,No,5200,0,99.0,360.0,1.0,Urban,Y
LP003289,Male,Yes,0,Not Graduate,No,8308,3874,96.0,360.0,1.0,Urban,Y
LP003290,Male,Yes,0,Graduate,No,7954,0,121.0,180.0,1.0,Urban,Y
LP003291,Male,,0,Graduate,No,3197,1993,146.0,360.0,1.0,Semiurban,Y
LP003292,Female,Yes,3+,Graduate,No,4623,558,203.0,300.0,1.0,Rural,Y
LP003293,Male,Yes,1,Graduate,No,3098,2922,127.0,180.0,1.0,Urban,N
LP003294,Male,Yes,0,Graduate,No,5424,0,101.0,360.0,1.0,Urban,N
LP003295,Male,Yes,0,Graduate,No,3191,634,83.0,180.0,1.0,Urban,Y
LP003296,Female,No,0,Graduate,,15299,0,186.0,60.0,0.0,Rural,N
LP003297,Female,No,0,Graduate,No,4808,0,137.0,84.0,1.0,Urban,Y
LP003298,Male,No,1,Graduate,No,5257,0,157.0,360.0,0.0,Urban,N
LP003299,Male,No,0,Graduate,No,2595,0,166.0,360.0,1.0,Semiurban,Y
LP003300,Male,Yes,3+,Graduate,No,3389,0,289.0,480.0,1.0,Semiurban,Y
LP003301,Female,Yes,2,Graduate,No,2098,0,248.0,360.0,1.0,Urban,Y
LP003302,Male,No,3+,Graduate,No,11171,0,202.0,360.0,,Rural,Y
LP003303,Male,No,3+,Graduate,No,3185,0,123.0,360.0,1.0,Semiurban,Y
LP003304,Female,No,3+,Graduate,No,4933,0,66.0,180.0,1.0,Semiurban,Y
LP003305,Female,No,3+,Graduate,Yes,2193,0,103.0,360.0,1.0,Semiurban,Y
LP003306,Male,Yes,0,Graduate,,1996,0,127.0,360.0,0.0,Urban,Y
LP003307,Male,Yes,0,Graduate,Yes,5101,0,92.0,360.0,1.0,Urban,Y
LP003308,Male,No,0,Graduate,,3632,1018,183.0,240.0,1.0,Semiurban,Y
LP003309,Male,Yes,1,Graduate,No,5213,4655,139.0,360.0,1.0,Urban,Y
LP003310,Male,Yes,2,Graduate,No,16435,6564,81.0,60.0,1.0,Urban,Y
LP003311,Female,Yes,0,Graduate,No,1198,2544,283.0,360.0,1.0,Urban,Y
LP003312,Female,Yes,2,Graduate,No,8400,0,171.0,180.0,1.0,Semiurban,Y
LP003313,Male,Yes,2,Not Graduate,No,3728,0,141.0,480.0,1.0,Rural,Y
LP003314,Male,Yes,1,Not Graduate,No,1804,0,,480.0,,Semiurban,Y
LP003315,Male,Yes,1,Not Graduate,No,2034,0,87.0,360.0,0.0,Rural,Y
LP003316,Male,Yes,0,Graduate,No,9210,1205,95.0,360.0,0.0,Semiurban,N
LP003317,Female,Yes,1,Graduate,No,4270,412,,240.0,,Semiurban,N
LP003318,Male,Yes,0,Not Graduate,No,2187,0,179.0,360.0,1.0,Urban,Y
LP003319,Male,No,1,Graduate,No,2249,0,161.0,360.0,1.0,Urban,Y
LP003320,Male,Yes,,Graduate,No,2582,0,750.0,,1.0,Urban,N
LP003321,Male,Yes,0,Not Graduate,,1223,0,78.0,360.0,1.0,Urban,Y
LP003322,Male,Yes,1,Graduate,No,7902,0,140.0,180.0,0.0,Semiurban,N
LP003323,Female,Yes,1,Graduate,No,2671,0,116.0,300.0,1.0,Urban,Y
LP003324,Female,No,0,Not Graduate,No,1241,0,171.0,12.0,1.0,Urban,Y
LP003325,Male,Yes,3+,Not Graduate,Yes,4078,5467,216.0,360.0,1.0,Rural,Y
LP003326,Female,Yes,0,Graduate,No,2616,0,152.0,360.0,1.0,Urban,Y
LP003327,Male,No,3+,Graduate,No,12153,0,164.0,360.0,0.0,Rural,N
LP003328,Female,Yes,0,Graduate,No,4567,900,110.0,,,Rural,Y
LP003329,Male,No,0,Graduate,No,5081,0,329.0,360.0,1.0,Urban,Y
LP003330,Male,No,3+,Graduate,No,5090,0,103.0,240.0,1.0,Urban,Y
LP003331,Female,Yes,2,Graduate,No,6445,0,23.0,360.0,1.0,Rural,Y
LP003332,Male,No,1,Graduate,No,7056,0,96.0,84.0,1.0,Rural,N
LP003333,Male,Yes,2,Graduate,Yes,6118,1619,497.0,360.0,1.0,Rural,Y
LP003334,Male,Yes,1,Not Graduate,No,1393,0,70.0,180.0,1.0,Urban,Y
LP003335,Male,Yes,2,Not Graduate,No,2440,0,175.0,480.0,1.0,Semiurban,Y
LP003336,Male,Yes,0,Graduate,No,4621,7646,86.0,360.0,1.0,Urban,Y
LP003337,Male,Yes,2,Graduate,No,1539,738,173.0,360.0,1.0,Semiurban,Y
LP003338,Female,Yes,3+,Graduate,No,1132,587,246.0,180.0,1.0,Urban,Y
LP003339,Male,Yes,3+,Graduate,No,2021,0,104.0,360.0,,Rural,Y
LP003340,Male,Yes,2,Graduate,Yes,1688,1103,271.0,480.0,0.0,Semiurban,Y
LP003341,Male,Yes,2,Graduate,,3241,0,243.0,360.0,1.0,Rural,Y
LP003342,Female,Yes,1,Graduate,No,2690,1850,160.0,360.0,0.0,Urban,Y
LP003343,Male,Yes,0,Graduate,No,4710,0,129.0,360.0,1.0,Rural,Y
LP003344,Male,Yes,3+,Not Graduate,No,4276,188,,360.0,1.0,Urban,Y
LP003345,Male,No,1,Not Graduate,No,3255,0,85.0,480.0,1.0,Rural,N
LP003346,Male,Yes,1,Not Graduate,No,3577,368,72.0,360.0,1.0,Semiurban,Y
LP003347,Female,No,2,Not Graduate,No,4988,0,185.0,120.0,0.0,Urban,N
LP003348,Male,Yes,0,Graduate,,3597,1145,162.0,360.0,1.0,Rural,Y
LP003349,Female,Yes,2,Not Graduate,Yes,668,1243,168.0,360.0,,Semiurban,Y
LP003350,Male,No,2,Not Graduate,No,867,0,233.0,360.0,,Urban,N
LP003351,Male,Yes,0,Graduate,No,6148,2438,132.0,360.0,1.0,Urban,Y
LP003352,Male,Yes,0,Graduate,No,5051,1660,280.0,360.0,1.0,Rural,Y
LP003353,Male,,2,Graduate,No,6987,0,54.0,360.0,0.0,Rural,Y
LP003354,Male,Yes,0,Graduate,No,28215,530,360.0,120.0,1.0,Semiurban,Y
LP003355,Male,Yes,3+,Graduate,No,5128,681,132.0,60.0,1.0,Urban,Y
LP003356,Male,Yes,0,Graduate,No,4179,0,91.0,180.0,1.0,Urban,Y
LP003357,Male,Yes,0,Not Graduate,No,3377,0,126.0,360.0,0.0,Urban,N
LP003358,Male,No,,Graduate,No,2051,0,320.0,360.0,1.0,Semiurban,Y
LP003359,Male,Yes,2,Graduate,No,7263,476,93.0,360.0,1.0,Semiurban,Y
LP003360,Male,Yes,1,Graduate,No,3978,2594,141.0,360.0,0.0,Semiurban,N
LP003361,Male,No,2,Graduate,No,13277,0,76.0,360.0,1.0,Rural,Y
LP003362,Male,Yes,3+,Graduate,No,1571,0,167.0,480.0,1.0,Rural,Y
LP003363,Male,No,1,Not Graduate,No,2705,0,267.0,360.0,1.0,Urban,N
LP003364,Male,Yes,0,Not Graduate,No,1793,5362,157.0,360.0,1.0,Semiurban,Y
LP003365,Male,Yes,0,Graduate,No,2223,0,110.0,480.0,1.0,Semiurban,Y
LP003366,Male,No,3+,Graduate,Yes,8997,0,107.0,360.0,1.0,Urban,N
LP003367,Female,Yes,0,Not Graduate,No,2194,0,142.0,360.0,1.0,Semiurban,Y
LP003368,Male,No,3+,Not Graduate,No,6405,479,181.0,360.0,1.0,Urban,Y
LP003369,Male,Yes,3+,Graduate,No,3149,1458,216.0,360.0,1.0,Urban,Y
LP003370,Male,No,1,Not Graduate,No,2089,0,75.0,360.0,1.0,Rural,Y
LP003371,Female,Yes,1,Graduate,No,16473,3455,102.0,360.0,1.0,Urban,Y
LP003372,Male,Yes,3+,Graduate,No,1848,0,297.0,360.0,1.0,Semiurban,N
LP003373,Female,Yes,2,Graduate,No,2672,552,176.0,480.0,1.0,Urban,Y
LP003374,,No,2,Graduate,No,596,0,145.0,360.0,1.0,Semiurban,Y
LP003375,Male,Yes,1,Not Graduate,Yes,2723,1012,206.0,120.0,1.0,Semiurban,Y
LP003376,Male,Yes,1,Graduate,,6967,424,37.0,360.0,1.0,Rural,Y
LP003377,Male,No,0,Graduate,No,5804,0,194.0,180.0,1.0,Urban,Y
LP003378,,Yes,3+,Graduate,No,4884,2021,538.0,240.0,1.0,Semiurban,Y
LP003379,Male,Yes,1,Not Graduate,Yes,2059,0,139.0,180.0,1.0,Rural,Y
LP003380,Female,Yes,2,Graduate,Yes,5304,904,156.0,360.0,1.0,Urban,Y
LP003381,Male,Yes,0,Graduate,No,3434,1960,112.0,360.0,1.0,Urban,Y
LP003382,Female,Yes,3+,Not Graduate,No,2687,0,79.0,360.0,1.0,Urban,Y
LP003383,Female,Yes,1,Graduate,No,4980,0,102.0,360.0,1.0,Rural,Y
LP003384,Male,Yes,2,Not Graduate,No,2147,0,219.0,300.0,1.0,Urban,Y
LP003385,Male,Yes,0,Not Graduate,No,2739,0,183.0,360.0,1.0,Urban,N
LP003386,Male,Yes,3+,Graduate,No,4173,1583,83.0,360.0,1.0,Rural,Y
LP003387,Male,Yes,,Not Graduate,No,1739,0,94.0,480.0,1.0,Semiurban,Y
LP003388,Female,,1,Graduate,No,4682,0,95.0,180.0,1.0,Urban,Y
LP003389,Male,Yes,0,Not Graduate,Yes,1587,1027,147.0,360.0,1.0,Semiurban,Y
LP003390,Male,Yes,0,Graduate,No,5003,0,120.0,60.0,1.0,Urban,Y
LP003391,Male,Yes,0,Not Graduate,No,1310,0,129.0,360.0,1.0,Semiurban,Y
LP003392,Female,Yes,0,Graduate,Yes,5904,0,74.0,360.0,0.0,Urban,Y
LP003393,Female,No,1,Graduate,No,6018,0,327.0,480.0,1.0,Semiurban,Y
LP003394,Male,Yes,1,Not Graduate,,1477,0,158.0,120.0,1.0,Semiurban,Y
LP003395,Female,No,1,Graduate,No,8702,0,100.0,360.0,1.0,Urban,Y
LP003396,Female,No,2,Graduate,No,14219,0,86.0,240.0,1.0,Semiurban,Y
LP003397,Male,No,1,Not Graduate,No,1767,0,108.0,12.0,1.0,Rural,N
LP003398,Male,No,0,Graduate,No,4047,0,255.0,120.0,1.0,Semiurban,Y
LP003399,Female,Yes,3+,Graduate,Yes,13197,1116,307.0,,1.0,Rural,Y
LP003400,Male,No,1,Not Graduate,No,838,0,94.0,360.0,1.0,Rural,N
LP003401,Male,No,2,Graduate,No,4544,0,105.0,480.0,0.0,Urban,N
LP003402,Female,Yes,3+,Graduate,No,3654,18635,53.0,360.0,1.0,Semiurban,Y
LP003403,Male,Yes,2,Graduate,No,7984,0,55.0,480.0,1.0,Rural,Y
LP003404,Female,Yes,1,Graduate,No,3792,262,144.0,60.0,1.0,Semiurban,Y
LP003405,Female,Yes,1,Graduate,No,5965,15427,112.0,36.0,1.0,Rural,Y
LP003406,Female,Yes,2,Graduate,Yes,3515,0,110.0,,1.0,Urban,Y
LP003407,Male,No,2,Graduate,No,8254,0,102.0,300.0,1.0,Rural,Y
LP003408,Male,Yes,0,Graduate,No,2145,494,160.0,300.0,1.0,Urban,Y
LP003409,Male,Yes,1,Graduate,No,7832,0,144.0,360.0,1.0,Semiurban,N
LP003410,Male,Yes,3+,Not Graduate,No,2834,0,238.0,360.0,1.0,Rural,N
LP003411,Male,Yes,2,Graduate,No,962,2620,561.0,360.0,0.0,Semiurban,N
LP003412,Male,Yes,0,Graduate,Yes,6253,3206,74.0,36.0,1.0,Semiurban,Y
LP003413,Male,No,1,Not Graduate,No,4001,0,68.0,36.0,1.0,Semiurban,Y
LP003414,Male,Yes,1,Graduate,No,2000,494,,120.0,1.0,Rural,Y
LP003415,Male,No,0,Not Graduate,Yes,2099,0,130.0,240.0,1.0,Semiurban,Y
LP003416,Male,No,2,Not Graduate,No,2857,0,209.0,60.0,0.0,Semiurban,N
LP003417,Male,No,1,Graduate,Yes,4304,0,72.0,180.0,1.0,Urban,Y
LP003418,Female,Yes,0,Graduate,No,5509,0,74.0,60.0,1.0,Urban,Y
LP003419,Male,No,0,Graduate,No,3881,0,216.0,360.0,1.0,Urban,Y
LP003420,Female,No,3+,Graduate,No,1885,0,67.0,360.0,,Semiurban,Y
LP003421,Female,No,3+,Graduate,No,20200,0,295.0,360.0,1.0,Semiurban,Y
LP003422,Male,Yes,2,Graduate,No,3565,0,213.0,360.0,1.0,Urban,Y
LP003423,Male,No,3+,Graduate,No,4821,0,92.0,360.0,0.0,Urban,N
LP003424,Male,Yes,3+,Not Graduate,Yes,11522,319,316.0,360.0,,Urban,Y
LP003425,Male,Yes,1,Graduate,No,7792,3199,181.0,360.0,1.0,Rural,Y
LP003426,Male,No,0,Graduate,No,6347,0,120.0,84.0,1.0,Urban,Y
LP003427,Male,No,2,Graduate,No,8844,0,141.0,360.0,1.0,Semiurban,Y
LP003428,Female,Yes,1,Graduate,No,6364,0,46.0,300.0,,Rural,N
LP003429,,Yes,0,Not Graduate,Yes,5210,0,64.0,360.0,1.0,Rural,Y
LP003430,Female,No,3+,Graduate,No,6429,0,205.0,120.0,,Semiurban,Y
LP003431,Male,Yes,0,Graduate,No,3985,3751,151.0,300.0,,Urban,Y
LP003432,Male,Yes,3+,Graduate,No,8942,0,300.0,180.0,1.0,Urban,Y
LP003433,Female,No,1,Graduate,No,6893,0,167.0,360.0,1.0,Urban,Y
LP003434,Male,No,0,Not Graduate,No,605,0,69.0,360.0,1.0,Rural,Y
LP003435,Male,Yes,3+,Graduate,No,7731,0,76.0,360.0,0.0,Urban,Y
LP003436,Male,Yes,2,Graduate,No,2655,1157,85.0,180.0,1.0,Urban,Y
LP003437,Male,Yes,1,Graduate,No,5207,180,97.0,360.0,,Urban,N
LP003438,Male,Yes,1,Graduate,Yes,2024,1625,146.0,120.0,,Semiurban,Y
LP003439,Male,No,0,Graduate,No,3043,0,258.0,180.0,1.0,Urban,Y
LP003440,Male,No,0,Graduate,No,3509,0,189.0,480.0,0.0,Semiurban,Y
LP003441,Male,Yes,0,Graduate,No,6303,0,268.0,360.0,1.0,Urban,Y
LP003442,Male,Yes,0,Graduate,No,3035,1127,167.0,360.0,0.0,Semiurban,Y
LP003443,,Yes,0,Graduate,No,1088,0,106.0,84.0,1.0,Urban,N
LP003444,Male,Yes,1,Not Graduate,No,1961,490,62.0,180.0,1.0,Semiurban,Y
LP003445,,Yes,0,Graduate,No,3472,3957,190.0,360.0,1.0,Semiurban,Y
LP003446,Male,Yes,1,Not Graduate,Yes,5494,0,127.0,84.0,1.0,Semiurban,Y
LP003447,Male,No,0,Graduate,No,4896,0,207.0,360.0,1.0,Urban,Y
LP003448,Female,Yes,0,Graduate,No,2701,960,96.0,360.0,0.0,Semiurban,Y
LP003449,Male,No,3+,Graduate,No,5324,1063,329.0,360.0,1.0,Semiurban,Y
LP003450,Female,Yes,3+,Graduate,No,14645,2293,330.0,240.0,1.0,Semiurban,Y
LP003451,Female,No,2,Graduate,No,9515,0,83.0,84.0,0.0,Urban,N
LP003452,Male,No,0,Graduate,No,1285,0,160.0,240.0,0.0,Rural,N
LP003453,Male,Yes,2,Graduate,No,22221,3586,56.0,360.0,1.0,Semiurban,Y
LP003454,Male,Yes,0,Graduate,No,9599,0,85.0,360.0,1.0,Semiurban,Y
LP003455,Female,No,1,Not Graduate,No,7559,0,83.0,360.0,1.0,Urban,N
LP003456,Female,Yes,3+,Not Graduate,No,1004,1483,96.0,300.0,0.0,Semiurban,N
LP003457,Female,Yes,0,Graduate,No,3397,0,115.0,360.0,1.0,Urban,Y
LP003458,Female,Yes,3+,Not Graduate,No,3954,703,87.0,300.0,1.0,Rural,Y
LP003459,Male,No,2,Graduate,No,2145,1634,146.0,360.0,1.0,Urban,N
LP003460,Female,Yes,0,Graduate,No,6267,1307,57.0,36.0,1.0,Urban,Y
LP003461,Male,Yes,0,Graduate,No,12856,3023,231.0,300.0,1.0,Rural,Y
LP003462,Female,Yes,2,Graduate,Yes,4833,0,74.0,360.0,0.0,Semiurban,N
LP003463,Male,No,1,Graduate,Yes,18163,0,123.0,480.0,1.0,Urban,Y
LP003464,,Yes,0,Graduate,No,7020,0,106.0,360.0,0.0,Rural,N
LP003465,Female,No,0,Not Graduate,No,805,0,236.0,300.0,1.0,Rural,Y
LP003466,Female,No,3+,Graduate,No,2528,0,112.0,360.0,1.0,Semiurban,Y
LP003467,Male,Yes,0,Graduate,No,9139,486,299.0,360.0,1.0,Semiurban,Y
LP003468,Male,Yes,3+,Graduate,No,2273,1135,163.0,360.0,0.0,Semiurban,N
LP003469,Male,No,2,Graduate,Yes,12106,0,80.0,360.0,,Semiurban,Y
LP003470,Female,No,0,Graduate,No,6617,0,119.0,360.0,,Rural,Y
LP003471,Male,Yes,0,Graduate,No,5448,375,131.0,300.0,1.0,Semiurban,Y
LP003472,Male,Yes,2,Graduate,No,3055,0,201.0,300.0,1.0,Urban,Y
LP003473,Male,Yes,,Graduate,Yes,7300,0,147.0,120.0,1.0,Urban,Y
LP003474,Male,Yes,0,Graduate,No,13274,1001,118.0,120.0,1.0,Semiurban,Y
LP003475,Male,Yes,0,Graduate,No,3451,684,88.0,360.0,1.0,Semiurban,Y
